product_name,match,miss,missing 
ASPALL DRY SUFFOLK CYDER PREMIER CRU 500ML,ARMAGNAC XO CH. DU TARIQUET 70CL,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
ASPALL ORGANIC SUFFOLK CYDER 500ML,ARMAGNAC XO CH. DU TARIQUET 70CL,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
ASPALL PERRONELLE'S BLUSH SUFFOLK CYDER 500ML,ARMAGNAC XO CH. DU TARIQUET 70CL,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
BULMERS ORIGINAL CIDER 568ML,BRAZIN OLD VINE ZINFANDEL CALIFORNIAN RED WINE 75CL,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
BULMERS PEAR CIDER 568ML,BRAZIN OLD VINE ZINFANDEL CALIFORNIAN RED WINE 75CL,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
FROME VALLEY DRY CIDER 500ML,FLEURIE BOUCHARD PÈRE 75CL,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
HENRY WESTONS VINTAGE PERRY 500ML,HEIRLOOM TOMATO PER KG,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
KOPPARBERG MIXED FRUITS SPARKLING FRUIT CIDER SWEDEN 4X330ML,KINGSMILL WHOLEMEAL MEDIUM 800G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
MAGNERS ORIGINAL IRISH CIDER 12X440ML,MACON VILLAGES CHAPELLE LES LOUPS FRENCH WHITE WINE 75CL,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
OLD MOUT CIDER SUMMER BERRIES 500ML,OLD JAMAICA GINGER BEER 1.5LITRE,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
ORCHARD PIG CHARMER MEDIUM SPARKLING CIDER 50CL,OLD PULTENEY SINGLE MALT WHISKY 12 YEARS OLD 70CL,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
SHEPPY'S DABINETT APPLE CIDER 500ML,SEEDS OF CHANGE ORGANIC TORTIGLIONI SEMI WHOLEWHEAT PASTA 500G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
SOMERSBY CIDER 4X440ML,SNOW LEOPARD PREMIUM VODKA 70CL,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
STELLA ARTOIS CIDRE 568ML,STAPLETON RASPBERRY LOW FAT YOGURT 150G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
STELLA ARTOIS CIDRE PEAR 568ML,STAPLETON RASPBERRY LOW FAT YOGURT 150G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
STRONGBOW CIDER 4X500ML,STONEBAKED SPELT BREAD 400G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
STRONGBOW CIDER CANS 10X440ML,STONEBAKED SPELT BREAD 400G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
STRONGBOW DARK FRUITS CIDER 4X440ML,STONEBAKED SPELT BREAD 400G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
THE ORCHARD PIG TRUFFLER DRY SPARKLING CIDER 50CL,THE MACALLAN GOLD SINGLE MALT WHISKY HIGHLANDS 700ML,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
VINTAGE HENNEY'S STILL CIDER 500ML,VINE TOMATOES 270G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
WAITROSE VINTAGE ENGLISH CIDER 500ML,WAITROSE TROPICAL JUICE 1 LITRE,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
WESTONS OLD ROSIE 2L,WEETABIX OATIBIX FLAKES 550G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
WESTONS OLD ROSIE CLOUDY SCRUMPY 500ML,WEETABIX OATIBIX FLAKES 550G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
WESTONS ORGANIC PREMIUM CIDER 500ML,WEETABIX OATIBIX FLAKES 550G,#N/A,"Apple Cider, bottle, 4.5%-5.5% ABV"
BRAEBURN APPLES PER KG,BRAEBURN APPLES PER KG,1,"Apples, dessert, per kg"
BRAMLEY COOKING APPLES PER KG,BRAMLEY COOKING APPLES PER KG,1,"Apples, dessert, per kg"
ESSENTIAL WAITROSE BRAEBURN APPLES MINIMUM 6,ESSENTIAL WAITROSE BRAEBURN APPLES MINIMUM 6,1,"Apples, dessert, per kg"
ESSENTIAL WAITROSE BRAMLEY APPLES MIN 4,ESSENTIAL WAITROSE BRAMLEY APPLES MIN 4,1,"Apples, dessert, per kg"
ESSENTIAL WAITROSE GALA APPLES MINIMUM 6,ESSENTIAL WAITROSE GALA APPLES MINIMUM 6,1,"Apples, dessert, per kg"
ESSENTIAL WAITROSE GOLDEN DELICIOUS APPLES MIN 6,ESSENTIAL WAITROSE GOLDEN DELICIOUS APPLES MIN 6,1,"Apples, dessert, per kg"
ESSENTIAL WAITROSE GRANNY SMITH APPLES MINIMUM 5,ESSENTIAL WAITROSE GRANNY SMITH APPLES MINIMUM 5,1,"Apples, dessert, per kg"
ESSENTIAL WAITROSE JAZZ APPLES MIN 6,ESSENTIAL WAITROSE JAZZ APPLES MIN 6,1,"Apples, dessert, per kg"
ESSENTIAL WAITROSE MINI APPLES 6S,ESSENTIAL WAITROSE MINI APPLES 6S,1,"Apples, dessert, per kg"
ESSENTIAL WAITROSE PINK LADY APPLES MINIMUM 6,ESSENTIAL WAITROSE PINK LADY APPLES MINIMUM 6,1,"Apples, dessert, per kg"
ESSENTIAL WAITROSE RED DESSERT APPLES MINIMUM 5,ESSENTIAL WAITROSE RED DESSERT APPLES MINIMUM 5,1,"Apples, dessert, per kg"
GOLDEN DELICIOUS APPLES PER KG,GOLDEN DELICIOUS APPLES PER KG,1,"Apples, dessert, per kg"
GRANNY SMITH APPLES PER KG,GRANNY SMITH APPLES PER KG,1,"Apples, dessert, per kg"
PINK LADY APPLES PER KG,PINK LADY APPLES PER KG,1,"Apples, dessert, per kg"
ROYAL GALA APPLES PER KG,ROYAL GALA APPLES PER KG,1,"Apples, dessert, per kg"
WAITROSE BRAEBURN APPLES TRAYPACK 4S,WAITROSE BRAEBURN APPLES TRAYPACK 4S,1,"Apples, dessert, per kg"
WAITROSE JAZZ APPLES TRAYPACK 4S,WAITROSE JAZZ APPLES TRAYPACK 4S,1,"Apples, dessert, per kg"
WAITROSE ORGANIC BEST OF BRITISH APPLES MINIMUM 4,WAITROSE ORGANIC BEST OF BRITISH APPLES MINIMUM 4,1,"Apples, dessert, per kg"
WAITROSE ORGANIC BRAEBURN APPLES MINIMUM 4,WAITROSE ORGANIC BRAEBURN APPLES MINIMUM 4,1,"Apples, dessert, per kg"
WAITROSE ORGANIC GALA APPLES MINIMUM 5,WAITROSE ORGANIC GALA APPLES MINIMUM 5,1,"Apples, dessert, per kg"
WAITROSE ORGANIC PINK LADY APPLES MINIMUM 4,WAITROSE ORGANIC PINK LADY APPLES MINIMUM 4,1,"Apples, dessert, per kg"
WAITROSE PINK LADY APPLES 4S,WAITROSE PINK LADY APPLES 4S,1,"Apples, dessert, per kg"
WAITROSE RED DELICIOUS APPLES 4S,WAITROSE RED DELICIOUS APPLES 4S,1,"Apples, dessert, per kg"
WAITROSE ROYAL GALA APPLES 4S,WAITROSE ROYAL GALA APPLES 4S,1,"Apples, dessert, per kg"
ESSENTIAL WAITROSE FAIRTRADE 5 BANANAS IN A BAG 5S,ESSENTIAL WAITROSE FAIRTRADE 5 BANANAS IN A BAG 5S,1,"Bananas, per kg"
